show_name,parent_category,middle_category,child_category,address,tel,google_url,latitude,longitude,google_place_id
SEN,飲食,居酒屋,居酒屋,渋谷区神泉町8番地13号アーガス霜田ビル101号室,090-2739-2023,,35.6556983,139.6935006,ElFKYXBhbiwg44CSMTUwLTAwNDUgVG9reW8sIFNoaWJ1eWEsIFNoaW5zZW5jaMWNLCA44oiS77yR77yTIOOCouODvOOCrOOCuemcnOeUsCAxMDEiHxodChYKFAoSCcUd1gpVixhgEadzyrjobd9rEgMxMDE
千駄ヶ谷厨房,飲食,日本料理,その他,渋谷区千駄ヶ谷1-7-12志水ビル1階,03-3478-4333,,35.6785846,139.7101651,EmFKYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgMS1jaMWNbWXiiJI34oiS77yR77ySIOWNg-mnhOODtuiwt-W_l-awtOODk-ODqyAx6ZqOIiAaHgoWChQKEgkvr1pAvowYYBHY0QpiF3UxBxIEMemajg
千真野,飲食,日本料理,日本料理,渋谷区富ヶ谷1-51-12代々木公園ハウスB101,03-6416-8587,,35.66873770000001,139.6891233,ElhKYXBhbiwg44CSMTUxLTAwNjMgVG9reW8sIFNoaWJ1eWEsIFRvbWlnYXlhLCAxLWNoxY1tZeKIkjUxIOS7o-OAheacqOWFrOWckuODj-OCpuOCuSBiMTAxIiAaHgoWChQKEgnroOSCTPMYYBEeP2kOCdhc7BIEYjEwMQ
センロギワ.,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-23-1ABC亜米利加橋ビル 2F,03-4361-4358,,35.64722,139.7153418,EjcyZiwgMS1jaMWNbWUtMjYtMSBFYmlzdSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMTMsIEphcGFuIh4aHAoWChQKEgmrqrvKFIsYYBFLoxbcjgxTShICMmY
Sevres Cafe,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前4丁目-11-2高野ビルB1F,080-3600-8360,https://www.instagram.com/sevres_cafe/,35.666778,139.7101433,ElJKYXBhbiwg44CSMTUwLTAwMDEgVG9reW8sIFNoaWJ1eWEsIEppbmfFq21hZSwgNC1jaMWNbWXiiJIxMeKIku-8kiDpq5jph47jg5Pjg6sgYjFmIh8aHQoWChQKEgljZY--oYwYYBHggRcEJC7vHhIDYjFm
zenta coffee,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区鶯谷町12-6LOKOビル1階,070-2377-0681,https://www.zenta.coffee/,35.6516874,139.7008519,EklVZ3Vpc3UuIEJsZGcuLCAx6ZqOLCAxMi0xMiBVZ3Vpc3VkYW5pY2jFjSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMzIsIEphcGFuIiAaHgoWChQKEglzph4NUIsYYBEMC7BTKFoOJBIEMemajg
草原,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区初台1-37-7,090-9833-6722,,35.6796882,139.6867803,ChIJz9KOMTLzGGARXYh-1Z5tan4
創作アジアンダイニング 移民の歌,飲食,外国料理,その他,渋谷区神宮前2-31-7ビラグロリアB-1,03-6804-5211,,35.6730703,139.7091627,EkpWSUxMQSBHTE9SSUEsIGItMSwgMi1jaMWNbWUtMzEtNyBKaW5nxattYWUsIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDAxLCBKYXBhbiIfGh0KFgoUChIJ-1ZfJr2MGGARfpg4kn_o9_4SA2ItMQ
そうめんそそそ研究室,飲食,日本料理,そば・うどん,渋谷区渋谷2-21-1渋谷ヒカリエ 6F 6-7,03-6450-6795,,35.6591239,139.7037298,ChIJP6jlUFiLGGAR5fwuswd1KXA
そば季寄　武蔵屋,飲食,日本料理,そば・うどん,渋谷区上原1-22-3ムサシビル1階,03-5478-0766,https://www.musashiya-uehara.com/,35.6686653,139.6823519,Ejox6ZqOLCAxLWNoxY1tZS0yMi0zIFVlaGFyYSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNjQsIEphcGFuIiAaHgoWChQKEgnlSGReSPMYYBFt8L-HpKoU2xIEMemajg
蕎麦と日本酒八福寿家恵比寿店,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-18-11エビステムズコート　八福寿家,03-5734-1544,,35.6450315,139.7106336,ChIJfeXi8z-LGGARHbz6p9Da--E
そば處大野屋元代々木町店,飲食,日本料理,そば・うどん,渋谷区元代々木町3-10,03-3467-7513,https://soba-oonoya.gorp.jp/,35.6702282,139.6871628,ChIJkZlVykvzGGARbcL-c4NDMak
そば処絆,飲食,日本料理,そば・うどん,渋谷区神山町24―11　ガーデニア神山1F,03-3469-1555,,35.66247389999999,139.687877,ChIJgfnuhlDzGGARkkafZcSY--c
そば処初台丸屋,飲食,日本料理,そば・うどん,渋谷区初台1-37-11シャトー初台1F,03-3375-2880,,35.6800851,139.6866307,ChIJK60OaADzGGAR71FL-EybFvs
そば処　丸屋,飲食,日本料理,そば・うどん,渋谷区富ヶ谷1-51-1,03-3460-1435,,35.6689166,139.6891782,ChIJz7xEfUvzGGARS7TO9oJWADc
蕎麦前ごとう,飲食,日本料理,そば・うどん,渋谷区代官山町11-12日進ヒルズ代官山2f,03-6427-8308,,35.6509045,139.7037368,ChIJLc6_JkWLGGARzGL96ZStzLE
ソラマコーヒー,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前1-12-6ドヒビル1F,03-3423-2370,,35.6693523,139.7046374,ElFKYXBhbiwg44CSMTUwLTAwMDEgVG9reW8sIFNoaWJ1eWEsIEppbmfFq21hZSwgMS1jaMWNbWXiiJIxMuKIku-8liDjg4njg5Ljg5Pjg6sgMWYiHhocChYKFAoSCVULoMKkjBhgEZoFmSuwwtH4EgIxZg
Salt恵比寿,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-3-2エルスタンザ恵比寿B1F,03-6451-0176,https://tabelog.com/tokyo/A1303/A130302/13197080/,35.6457372,139.7082554,Ek1FbHN0YW56YSBFYmlzdSwgYjFmLCAxLWNoxY1tZS0zLTUgRWJpc3VtaW5hbWksIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDIyLCBKYXBhbiIfGh0KFgoUChIJ6S4K7ECLGGARxqlNhNyal_MSA2IxZg
SOTARTE 代々木上原,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区上原1-18-7第五大貴ビル1階,03-6407-9260,,35.6685907,139.6827611,ChIJB8p9WkjzGGARrj9i0bmtj18
SOWAT,飲食,外国料理,東南アジア料理,渋谷区千駄ヶ谷3-36-2アトラス原宿1階,050-3567-7697,https://www.sowat.jp/,35.6778819,139.7076217,EllKYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgMy1jaMWNbWXiiJIzNuKIku-8kiDjgqLjg4jjg6njgrnljp_lrr8gMemajiIgGh4KFgoUChIJTdD3wr6MGGARAX9uubEl2XkSBDHpmo4
THAI THAN,飲食,外国料理,東南アジア料理,渋谷区恵比寿1-22-10GranDuo恵比寿3 1階,03-6721-7133,,35.64637,139.7137433,Ejox6ZqOLCAxLWNoxY1tZS0yMi0yMiBFYmlzdSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwMTMsIEphcGFuIiAaHgoWChQKEgkHcBosFYsYYBFLxwV1t7iphhIEMemajg
タイ国屋台式料理 スパイスMARKET,飲食,外国料理,東南アジア料理,渋谷区西原1-21-1,03-6416-8550,,35.6761239,139.6774689,ChIJ8ZB2DjvzGGARUugqoR63yy4
大衆居酒屋代々木横丁,飲食,居酒屋,居酒屋,渋谷区代々木1-31-17麻緒ビル101号室,03-3374-7721,,35.681924,139.7023066,ElJKYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMS1jaMWNbWXiiJIzMeKIku-8ke-8lyDpurvnt5Ljg5Pjg6sgMTAxIh8aHQoWChQKEglFX1U5xowYYBFW3XxSqmD83hIDMTAx
大衆割烹えびす,飲食,居酒屋,居酒屋,渋谷区本町2丁目14番2号,03-3378-1427,,35.6822808,139.682109,ChIJmeLRCi_zGGARmu_Kb3fQwzI
大衆かっぽう和家,飲食,日本料理,焼鳥,渋谷区恵比寿西1-8-4Diビル2F,03-6433-7464,,35.64722,139.7153418,ChIJq6q7yhSLGGARS6MW3I4MU0o
大衆割烹たがみ,飲食,日本料理,日本料理,渋谷区渋谷 1-6-4せいこうビル 1F,03-3407-9085,,35.660792,139.7055984,ChIJ7QZ2Qb-LGGAROzqWGiDtPDw
大衆喫茶つばき,飲食,居酒屋,居酒屋,渋谷区恵比寿2-1-4ステージファースト恵比寿二番館102,080-4458-6630,,35.64796500000001,139.7178456,EmhKYXBhbiwg44CSMTUwLTAwMTMgVG9reW8sIFNoaWJ1eWEsIEViaXN1LCAyLWNoxY1tZeKIkjEg44K544OG44O844K444OV44Kh44O844K544OI5oG15q-U5a-_77yS55Wq6aSoIDEwMiIfGh0KFgoUChIJWU_zSROLGGARrlnVBzLWCHkSAzEwMg
大衆酒場けいじ,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-8-11タオスビル1階,03-6712-2990,,35.6461502,139.7092375,Em1KYXBhbiwg44CSMTUwLTAwMjIgVG9reW8sIFNoaWJ1eWEsIEViaXN1bWluYW1pLCAxLWNoxY1tZeKIkjjiiJLvvJHvvJEg44Ki44Oz44K344Ol44OG44Kj44O844KvIOOCqOODk-OCuSAx6ZqOIiAaHgoWChQKEglxxeheQIsYYBGAG9zIeBKMgRIEMemajg
大衆酒場KoKoRo,飲食,居酒屋,居酒屋,渋谷区笹塚2-43-7,03-6276-6648,,35.6764331,139.6678997,ChIJ4VuwABnzGGARqQBgbEKxJyE
大衆酒場スシスミビ笹塚店,飲食,居酒屋,居酒屋,渋谷区笹塚2-10-7米山ビル1階,03-5990-6555,https://s.tabelog.com/tokyo/A1318/A131808/13280024/,35.6758417,139.6682125,ElJKYXBhbiwg44CSMTUxLTAwNzMgVG9reW8sIFNoaWJ1eWEsIFNhc2F6dWthLCAyLWNoxY1tZeKIkjEw4oiS77yXIOexs-WxseODk-ODqyAx6ZqOIiAaHgoWChQKEgmzRsmyGfMYYBGBLGtohj_kJBIEMemajg
大衆和牛酒場コンロ家代々木店,飲食,居酒屋,居酒屋,渋谷区代々木1-52-5ベルテ南新宿B1F,03-6383-4866,,35.6834655,139.6994542,ElVKYXBhbiwg44CSMTUxLTAwNTMgVG9reW8sIFNoaWJ1eWEsIFlveW9naSwgMS1jaMWNbWXiiJI1MuKIku-8lCDjg5njg6vjg4bljZfmlrDlrr8gYjFmIh8aHQoWChQKEglT2oUXz4wYYBHbbbv7HuVNGBIDYjFm
タイダイニング　プラーローマー,飲食,外国料理,東南アジア料理,渋谷区桜丘町30-15ビバリーヒルズ101,03-6415-4565,,35.6557013,139.6980377,ChIJASx171aLGGARuF9bIOj0GOY
タイ屋台ラオラオ,飲食,外国料理,その他,渋谷区恵比寿4-4-14恵比寿イナビル1階左,03-5793-3773,,35.645471,139.7114318,EkhKYXBhbiwg44CSMTUwLTAwMTMgVG9reW8sIFNoaWJ1eWEsIEViaXN1LCA0LWNoxY1tZeKIkjTiiJLvvJHvvJQg5qGGIDHpmo4iIBoeChYKFAoSCVV-Z_4_ixhgEQrHe3WpmyypEgQx6ZqO
台湾料理　故宮,飲食,外国料理,中国料理,渋谷区道玄坂2-23-13渋谷デリタワー4階,03-3462-6051,,35.6601085,139.6961331,ChIJTyZVd4-NGGARK7au-Lu20os
BAR TAKATSU,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-20-26藤和エクシール道玄坂B1-03,03-3464-5200,,35.6593021,139.6967812,ChIJObzEuICNGGARwK8BL-rmObI
タカミヤズ　アヒ　センター,飲食,外国料理,その他,渋谷区西原3-3-3三誠ビルディング102,03-5738-8900,,35.67030889999999,139.6817057,EjsxMDIsIDMtY2jFjW1lLTMtMyBOaXNoaWhhcmEsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDY2LCBKYXBhbiIfGh0KFgoUChIJBc-kHUjzGGARfGpKEXH9ScMSAzEwMg
タカミヤズ アンド スイーツ,飲食,外国料理,その他,渋谷区広尾5-8-1,03-5422-7662,,35.6485964,139.7207454,ChIJj2xOuRKLGGARv5-sUypBkGY
Taki,飲食,居酒屋,居酒屋,渋谷区桜丘町17-12渋谷ジョンソンビル3F,03-3780-0656,http://shibuya-taki.sakura.ne.jp/,35.6561576,139.7013386,ElFTaGlidXlhIEpvaG5zb24gQnVpbGQuLCAzZiwgMTctMTIgU2FrdXJhZ2Fva2FjaMWNLCBTaGlidXlhLCBUb2t5byAxNTAtMDAzMSwgSmFwYW4iHhocChYKFAoSCeP3j1hXixhgERXZdkLHWw8vEgIzZg
Taki AKANE,飲食,居酒屋,居酒屋,渋谷区道玄坂1-11-1第2大番ビル404,03-3464-5120,http://shibuya-taki.sakura.ne.jp/akane/index.html,35.6578434,139.6987492,ChIJsb-8SlaLGGARX_3z--lmitE
滝乃家,飲食,居酒屋,居酒屋,渋谷区神山町4番19号,03-3468-7844,,35.6653227,139.6928593,ChIJbV2uZa2MGGARJs94q5TsVpI
拓寅,飲食,居酒屋,居酒屋,渋谷区本町6-7-4ルーブル渋谷本町 1F,090-3807-6742,,35.6838712,139.677421,EltKYXBhbiwg44CSMTUxLTAwNzEgVG9reW8sIFNoaWJ1eWEsIEhvbm1hY2hpLCA1LWNoxY1tZeKIkjfiiJLvvJQg44Or44O844OW44Or5riL6LC35pys55S6IDFmIh4aHAoWChQKEgmVo4vrJvMYYBERGHR8RmJIeRICMWY
たくみ,飲食,居酒屋,居酒屋,渋谷区宇田川町30-5渋谷JOWビル 4階,03-6380-5785,,35.6608944,139.6979788,ChIJl-fxTwCNGGARPY7DMc8n8v4
TAKESUE,飲食,外国料理,フランス料理,渋谷区幡ヶ谷2-9-12コートリーブル105,03-6273-5280,,35.6789957,139.6772795,ChIJuQmUVvjzGGARLyJrc0P6Jic
竹もと,飲食,日本料理,小料理,渋谷区笹塚3-13-9ビューノ笹塚102,03-6300-6076,,35.6775306,139.6669529,ChIJ1euROBnzGGARr7aiXFngQas
多古菊,飲食,居酒屋,居酒屋,渋谷区道玄坂1丁目6番2号ファイブビル1階,03-3461-8866,,35.6579162,139.6991408,ChIJKVY5ITKLGGARkZBZ6rccGQQ
TAS YARD,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-3-14メゾンブランシュ101,03-3470-3940,https://tasyard.com,35.6755887,139.7057282,El1KYXBhbiwg44CSMTUxLTAwNTEgVG9reW8sIFNoaWJ1eWEsIFNlbmRhZ2F5YSwgMy1jaMWNbWXiiJIz4oiS77yR77yUIO-8tO-9ge-9k--8ue-9ge-9ku-9hCAxMDEiHxodChYKFAoSCSdda1i5jBhgEd8pR_YLbF1XEgMxMDE
立食い鮨　鮨川,飲食,日本料理,寿司,渋谷区笹塚1-62-6プライムブリス笹塚1F,090-9260-3611,,35.6727427,139.6623783,El9KYXBhbiwg44CSMTUxLTAwNzMgVG9reW8sIFNoaWJ1eWEsIFNhc2F6dWthLCAxLWNoxY1tZeKIkjYy4oiS77yWIOODl-ODqeOCpOODoOODluODquOCueesueWhmiAxZiIeGhwKFgoUChIJV0cdkhrzGGARTJXCaTeocQESAjFm
立呑酒場ななつぼ,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷3-32-7千駄ヶ谷幸田会館,080-5676-0534,,35.6771117,139.7070432,ChIJy1uct76MGGARqM2hV_eGZQ0
立飲み　ゆみちゃん,飲食,居酒屋,居酒屋,渋谷区神山町40-1鈴井ビル1階,03-6407-8801,,35.6651275,139.6926806,EldKYXBhbiwg44CSMTUwLTAwNDcgVG9reW8sIFNoaWJ1eWEsIEthbWl5YW1hY2jFjSwgNDDiiJLvvJEg44K544Kr44Kk44Kz44O844OI5riL6LC3IDHpmo4iIBoeChYKFAoSCSFcrmitjBhgEUCAr5hGPgYFEgQx6ZqO
takk.(music&bar),飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町15-6-2F,03-4400-0544,,35.6574699,139.6943605,EklVcmJhbiBDb2F0IFNoaWJ1eWEsIDJmLCAxNS02IE1hcnV5YW1hY2jFjSwgU2hpYnV5YSwgVG9reW8gMTUwLTAwNDQsIEphcGFuIh4aHAoWChQKEgm5-VJ3qowYYBEtSIi3L9ROYBICMmY
 Touch wood,飲食,外国料理,フランス料理,渋谷区笹塚3-17-3つるやビル2階,070-9155-7471,,35.6767593,139.6677357,ElJKYXBhbiwg44CSMTUxLTAwNzMgVG9reW8sIFNoaWJ1eWEsIFNhc2F6dWthLCAzLWNoxY1tZeKIkjE34oiS77yTIOOCt-OCp-OCvOODqyAy6ZqOIiAaHgoWChQKEgnBnPcEGfMYYBGV8re9l4BTFBIEMumajg
TANA diner,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区元代々木町 9-6TANA diner,090-2908-5168,,35.6713795,139.6853944,ChIJw0mhAjbzGGARhk6GX7cXFh4
たまきんち株式会社,飲食,居酒屋,居酒屋,渋谷区恵比寿西1丁目3番5号アルス恵比寿メイクス106,03-3496-1770,,35.6486018,139.7085788,ChIJ5Yj4KACLGGARJRgD0U13USM
たまりば代々木本店,飲食,居酒屋,居酒屋,渋谷区代々木1-41-3,03-5350-9455,,35.6827916,139.6996532,ChIJrRfrMM-MGGARjZlYzvC43kQ
たまりばー,飲食,居酒屋,ダイニング・バー,渋谷区代官山町13-8キャッスルマンション代官山114,070-6460-5564,,35.6504243,139.7048989,ChIJ215l8USLGGARZlBrW8tal5o
たもいやんせ渋谷店,飲食,居酒屋,居酒屋,渋谷区神泉町10-10volt渋谷神泉ビル1F,03-3461-4333,https://tamoiyanse.net,35.6551275,139.6939618,ChIJFRdpdACLGGARn21n3rIjfFE
タルイテーブルズ,飲食,外国料理,イタリア料理,渋谷区千駄ヶ谷四丁目22番6号,03-6384-5204,,35.6803854,139.7060333,ChIJ8bZfVseMGGARbxfGY4CqdtM
セルリアンタワー東急ホテル　タワーズレストラン「クーカーニョ」,飲食,外国料理,フランス料理,渋谷区桜丘町26-1,03-3476-3404,https://www.tokyuhotels.co.jp/cerulean-h/restaurant/coucagno/index.html,35.6563569,139.6994163,ChIJGTX7D1eLGGARnVA0-FX1K4Q
タンジャイミールス,飲食,外国料理,インド料理,渋谷区幡ヶ谷2-7-10松本ビル2F,03-5352-8055,,35.6779099,139.6776127,ElJKYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAyLWNoxY1tZeKIkjfiiJLvvJHvvJAg5p2-5pys44OT44OrIDJmIh4aHAoWChQKEglLg-YyO_MYYBGkQDlLvn0uOBICMmY
淡水研究室,飲食,居酒屋,居酒屋,渋谷区代々木1-13-2エンドウビル101,03-3299-3763,,35.6819718,139.6999325,EjkxMDEsIDEtY2jFjW1lLTEzLTIgWW95b2dpLCBTaGlidXlhLCBUb2t5byAxNTEtMDA1MywgSmFwYW4iHxodChYKFAoSCXWoTcjIjBhgEXcfR-B5mMFgEgMxMDE
TANTO TANTO OSTERIA　アトレ恵比寿,飲食,外国料理,イタリア料理,渋谷区恵比寿南1-5-5アトレ恵比寿店6F,03-5475-8391,,35.6470185,139.709775,ChIJkw-gP0CLGGARud8tgPp67w4
炭豚豚、武蔵野うどん・みらい家,飲食,日本料理,日本料理,渋谷区笹塚1-15-5堀内ビル,03-5454-1089,,35.6719853,139.6689977,ChIJd7EvTBbzGGARklGohQTnpig
TurnTableRestaurant,飲食,居酒屋,ダイニング・バー,渋谷区神泉町10-3,03-3461-7722,,35.6554203,139.6928879,ChIJ9bLWElWLGGARfXym1fROnjc
代官山さん昇,飲食,日本料理,日本料理,渋谷区代官山町8番16号,03-6416-5980,,35.6518428,139.7053278,ChIJQ4YxuESLGGARHSsZuisXaBo
代官山のんき,飲食,居酒屋,居酒屋,渋谷区代官山町8-15DIビル1F,03-6455-2277,https://next-gf.com/store/,35.6505465,139.7042207,ChIJ68vK5kSLGGARoiBaKr3YZgU
代官山パンケーキカフェ　Clover’s,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代官山町18-8堀井代官山ビル2階,03-3770-2733,,35.6496354,139.7044302,Ejky6ZqOLCAxOC04IERhaWthbnlhbWFjaMWNLCBTaGlidXlhLCBUb2t5byAxNTAtMDAzNCwgSmFwYW4iIBoeChYKFAoSCY1LCFdEixhgEanj4Z1OSpqnEgQy6ZqO
代官山間人,飲食,日本料理,日本料理,渋谷区猿楽町9-8アーバンパーク代官山1・B03,03-3780-0352,,35.6516865,139.7025054,ChIJZYVqtlqLGGAR4pYO0S9zi1M
Da-ism,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-16-17NOCE KITASANDO102,03-6447-4006,,35.6791144,139.7090103,ChIJa-VXVb6MGGARLD9ICpuY7Eg
dining＆bar　KITSUNE,飲食,居酒屋,ダイニング・バー,渋谷区東2-20-13シャトレー渋谷B1F,03-5766-5911,,35.6533815,139.7090479,ChIJqwCvAt2LGGAREukk1Aig1gY
ダイニングバー　クー,飲食,居酒屋,ダイニング・バー,渋谷区宇田川町34-6M&Iビル2F,03-3477-0138,,35.6612574,139.6963824,ChIJq6qmYamMGGARuTHJC02i0rw
DINING BAR SCUBA,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷1-1-5第一岩田ビル　B1F,03-3376-2684,,35.6776147,139.6789455,ElZKYXBhbiwg44CSMTUxLTAwNzIgVG9reW8sIFNoaWJ1eWEsIEhhdGFnYXlhLCAxLWNoxY1tZeKIkjHiiJLvvJUg56ys5LiA5bKp55Sw44OT44OrIGIxZiIfGh0KFgoUChIJR8_q3DrzGGARYUt3_lMswTQSA2IxZg
DADA　-DARTS AND KARAOKE-,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区代官山町13-4セレサ代官山　地下一階,03-6277-5744,,35.6498437,139.70448,ChIJeS2MXACLGGARvgINmqZYlHs
DA HOUSE,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南2-3-15cocospace恵比寿南2階,03-6303-1256,,35.6454367,139.7075718,Ej4y6ZqOLCAyLWNoxY1tZS0zLTMgRWJpc3VtaW5hbWksIFNoaWJ1eWEsIFRva3lvIDE1MC0wMDIyLCBKYXBhbiIgGh4KFgoUChIJAQAAwUCLGGARO9l2ntL-EYMSBDLpmo4
darna,飲食,外国料理,その他,渋谷区元代々木町23-4,090-3405-1387,,35.67025,139.6855677,ChIJNSt0hUnzGGARiJ2_2Pj5vBw
Dan de CHAYA　だんで茶屋,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木5-2-52F,03-5454-4954,,35.6837748,139.6928514,ChIJ7cL3ZM2MGGARwGR3ux1vSP4
dandelion,飲食,喫茶店・カフェ,その他,渋谷区代官山町13-4ヴォーグ代官山2,03-3464-2685,,35.6499315,139.7045199,ChIJk5cz-ESLGGARu4G9w1E8W3k
チアーアップトーキョーハチ公前店,飲食,居酒屋,ダイニング・バー,渋谷区神南1-23-7第一榮來ビル7F,03-3461-7800,,35.6596273,139.7010323,ChIJh7p6HACLGGARP3b1Ar8CHC4
チェルシー食堂,飲食,居酒屋,その他,渋谷区笹塚3丁目40-1our days Brewery 2F,090-3540-0191,,35.6779603,139.667531,ChIJlTEdVBnzGGARruXo05lMrIU
chicks,飲食,日本料理,ラーメン,渋谷区千駄ヶ谷3-30-4ホワイトキャッスル104,03-6804-5940,,35.6773427,139.7075994,ChIJv-EJv76MGGARaen-KtRfEx8
CIMI restorant,飲食,外国料理,その他,渋谷区代々木3-9-5,080-1110-7786,,35.68362219999999,139.6959567,ChIJfVxP182MGGARYvmwqXRxd1s
CHACOあめみや,飲食,ステーキ・焼肉,ステーキ,渋谷区千駄ヶ谷1-7-12,03-3402-6066,,35.6785846,139.7101651,ChIJL69aQL6MGGAR2NEKYhd1MQc
茶々Tokyo,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区西原2-28-4宮嶋ビル102,080-2373-0408,,35.6753079,139.6782603,ElJKYXBhbiwg44CSMTUxLTAwNjYgVG9reW8sIFNoaWJ1eWEsIE5pc2hpaGFyYSwgMi1jaMWNbWXiiJIyOOKIku-8lCDlrq7ltovjg5Pjg6sgMTAyIh8aHQoWChQKEgkTo1-yO_MYYBHY6k6pez-RiRIDMTAy
茶席辰吉,飲食,日本料理,そば・うどん,渋谷区千駄ヶ谷3-60-4林ビル1階,03-5410-5578,,35.6738889,139.7053791,Ej0x6ZqOLCAzLWNoxY1tZS02MC00IFNlbmRhZ2F5YSwgU2hpYnV5YSwgVG9reW8gMTUxLTAwNTEsIEphcGFuIiAaHgoWChQKEgmxrJKWu4wYYBEf2pksQjcYYhIEMemajg
チャングミ,飲食,外国料理,韓国料理,渋谷区宇田川町41-29石井ビル1階,03-3476-1129,,35.663011,139.6949465,Ek1KYXBhbiwg44CSMTUwLTAwNDIgVG9reW8sIFNoaWJ1eWEsIFVkYWdhd2FjaMWNLCA0MeKIku-8ku-8mSDnn7PkupXjg5Pjg6sgMemajiIgGh4KFgoUChIJhXwya6yMGGARPmuudeftPCwSBDHpmo4
中華スタンドDanDan,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-48-2英ビル1B,050-3562-7445,,35.6795313,139.6769882,Ejvoi7EsIDItY2jFjW1lLTQ4LTIgSGF0YWdheWEsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDcyLCBKYXBhbiIfGh0KFgoUChIJSUANjSTzGGARNEvTrdbf1XwSA-iLsQ
中華そば天宝,飲食,外国料理,中国料理,渋谷区神南1丁目10番7号テルス神南1F,03-3462-0622,,35.6631446,139.7012295,ChIJjZrlnaiMGGARgodEOWaqBoM
中華バル和平,飲食,外国料理,中国料理,渋谷区千駄ヶ谷5丁目17番18号,03-3356-1599,,35.6821544,139.7047593,ChIJdSg_4saMGGARm5hf6dSkZsg
中華風家庭料理　Yamaのuchi,飲食,外国料理,中国料理,渋谷区渋谷1-10-12宮城ビルB2,03-3407-3545,,35.66074520000001,139.7048299,EklKYXBhbiwg44CSMTUwLTAwMDIgVG9reW8sIFNoaWJ1eWEsIDEtY2jFjW1l4oiSMTDiiJLvvJHvvJIg5a6u5Z-O44OT44OrIGIyIh4aHAoWChQKEgkl0dGQWIsYYBHeASSILAEdvhICYjI
チュウカメンシュカテンホウ,飲食,外国料理,中国料理,渋谷区富ヶ谷1-3-12エルプレイス富ヶ谷2F,03-6407-0844,,35.6692896,139.6890584,ChIJDU1WekvzGGAR6XhYHqXjNtk
中華料理永楽,飲食,外国料理,中国料理,渋谷区本町2-47-2,03-3376-7307,,35.6859837,139.6844972,ChIJHfTuOSnzGGARiBDu34Z_0og
中華料理沙羅,飲食,外国料理,中国料理,渋谷区代々木2丁目11番12号,03-3379-3764,,35.687337,139.6967812,ChIJm9i7j9GMGGARlASjGnfKSIc
中華料理 聚満園,飲食,外国料理,中国料理,渋谷区西原2-31-7内藤ビル1F,03-5465-2976,,35.6760209,139.6772795,EjsxZiwgMi1jaMWNbWUtMzEtNyBOaXNoaWhhcmEsIFNoaWJ1eWEsIFRva3lvIDE1MS0wMDY2LCBKYXBhbiIeGhwKFgoUChIJB7OoDTvzGGAR3wljtw7SnGkSAjFm
中国酒菜　好来　代々木店,飲食,外国料理,中国料理,渋谷区千駄ヶ谷5ー24ー3NTTドコモ代々木ビルアネックス2階,03-3356-0988,https://kouraihoujin.owst.jp/,35.6844012,139.7030851,ChIJVVXp5caMGGAR34cwnEDDvuo
