show_name,parent_category,middle_category,child_category,address,tel,google_url
中華料理沙羅,飲食,外国料理,中国料理,渋谷区代々木2丁目11番12号,03-3379-3764,
中華料理 聚満園,飲食,外国料理,中国料理,渋谷区西原2-31-7内藤ビル1F,03-5465-2976,
中国四川料理笹華(ハチペイ),飲食,外国料理,中国料理,渋谷区笹塚2丁目22番5号セイワパラシオン笹塚 101号室,03-6300-5665,https://www.hotpepper.jp/strJ001260803/
中国酒菜　好来　代々木店,飲食,外国料理,中国料理,渋谷区千駄ヶ谷5ー24ー3NTTドコモ代々木ビルアネックス2階,03-3356-0988,https://kouraihoujin.owst.jp/
中國名菜龍坊,飲食,外国料理,中国料理,渋谷区恵比寿西1-33-36オクターヴコート代官山B1F,03-6455-0850,
ちょい呑みバー 8カウント,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区桜丘町16-8アトラス桜丘ビルB1,03-3461-8525,https://instagram.com/kyohei8count?igshid=MmIzYWVlNDQ5Yg==
Cyodo,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区本町6-37-10,080-7892-3819,
txokoa,飲食,外国料理,フランス料理,渋谷区神山町40-1鈴井ビル2階,03-5738-7291,
Queen's Collection Chocolate Cafe,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区猿楽町25-3,03-6416-1900,https://instagram.com/chococafe_daikanyama?igshid=MjEwN2IyYWYwYw==
Chocolate Pocket,飲食,居酒屋,ダイニング・バー,渋谷区笹塚2-12-13Y2ビル1F,03-5309-2494,
ちょっとさんどカフェ代官山,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代官山町16-2,080-2070-2114,
Chiles Mexican Grill,飲食,外国料理,その他,渋谷区神宮前1-8-24OZ原宿ビル1-A,03-6434-9693,
つきたて餅雅や,飲食,喫茶店・カフェ,ファーストフード,渋谷区恵比寿2-8-13accessBLD4階,070-9135-6662,
月乃ひかり亭,飲食,居酒屋,居酒屋,渋谷区渋谷3-13-9エトワールUビル2階,03-5467-5197,https://r.gnavi.co.jp/p618500/
つくるよ。大野,飲食,外国料理,イタリア料理,,03-3466-0808,http://ohno-buono.jp
土濵笑店,飲食,居酒屋,居酒屋,渋谷区神泉町12-4アーガス神泉ビル2F,03-6416-1027,https://tsuchihama.amamin.jp/
TREEbyNAKEDyoyogipark,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1丁目10-2CITTA代々木公園1F,050-1743-2539,
ZWEI ein achtel shot bar,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂 1-18-7第二仁科屋ビル2F,080-6669-3888,
Tiki's Tokyo,飲食,外国料理,その他,渋谷区神南1-1-1代々木公園BE STAGE 1F,070-3300-0366,
tTure,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西2-8-11グランベル恵比寿IV2階,03-6452-5011,https://www.tablecheck.com/shops/tture-ebisu/reserve
TiTi,飲食,外国料理,フランス料理,渋谷区恵比寿2丁目8-13accessBLD恵比寿1階,070-9232-5619,
ティースイーツラボ・コンテナート,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区代々木1-42-14村野ビル1F,03-6778-0198,
T4KITCHEN,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神南1-12-16ASIABUILDING 1F,03-6452-5744,
takeCURRY恵比寿本店,飲食,外国料理,東南アジア料理,渋谷区恵比寿2-12-16リベルタII,03-6277-2370,
定食サトウ,飲食,日本料理,日本料理,渋谷区円山町13ー9メゾン若林B103,03-3477-1611,https://www.instagram.com/teishokusato
手打蕎麦ごとう,飲食,日本料理,そば・うどん,渋谷区上原1-35-9吉野ビル1F,03-6906-8639,
手打ち蕎麦と鴨料理　慈玄,飲食,日本料理,そば・うどん,渋谷区恵比寿　1-24-9,03-3444-7088,
手打ち蕎麦と和食楽,飲食,居酒屋,居酒屋,渋谷区西原3-2-4フロンティア代々木上原3階,070-7781-8950,
鉄板お好焼昇次郎,飲食,日本料理,お好み焼き,渋谷区代々木4-6-5七福ビル2F,03-3375-8636,
鉄板ホルモン和真　幡ヶ谷店,飲食,居酒屋,その他,渋谷区幡ヶ谷2-13-4幡ヶ谷中央ビル102,03-3372-3690,
鉄板焼きくうが,飲食,居酒屋,居酒屋,渋谷区神山町17-1第2渡辺ビル1階,03-6407-1238,
鉄板やきそば・酒場　しぶやき,飲食,居酒屋,居酒屋,渋谷区渋谷3-13-1,03-3400-1154,
鉄板焼Note,飲食,日本料理,日本料理,渋谷区西原3-3-1アラキビルB1F,070-3664-2158,
鉄板焼き半駄ヶ谷,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷4-10-5矢口ビル1F,03-6721-1073,
鉄板焼バルcam,飲食,居酒屋,ダイニング・バー,渋谷区恵比寿南1-23-8アメリカンブリッジビル2階,03-5935-7620,
鉄板焼 よしむら,飲食,日本料理,お好み焼き,渋谷区広尾5-19-11マリオン広尾ビルB1,03-3280-8839,
寺島商店,飲食,居酒屋,居酒屋,渋谷区本町1-51-10,03-5990-6587,
てんてんてん,飲食,居酒屋,居酒屋,渋谷区本町6-37-6銀河ビル2階,03-6383-3188,
代官山天風,飲食,日本料理,お好み焼き,渋谷区猿楽町1-5代官山ハイム103,03-6315-9035,
天ぷら北川,飲食,日本料理,天ぷら,渋谷区恵比寿南1-17-15VORT恵比寿VI B1-A,090-5410-4691,
天宝,飲食,外国料理,中国料理,渋谷区笹塚2-43-4ハイムマスビル1階,03-3374-0568,
Table by S,飲食,外国料理,その他,渋谷区西原3-23-6プラド2F,03-6407-0780,https://tablebys.tokyo/
Dear All,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区笹塚1-59-5バンブー皐月101,03-6300-0502,
dish-tokyogastronomycafe,飲食,外国料理,その他,渋谷区上原1-33-16オーツカビル2F,03-5465-6455,
デトックスダイニング,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷2-6-5梅村ビル1F,03-3379-1205,http://www.detox-dining.com/
Dubois(デュボワ),飲食,外国料理,フランス料理,渋谷区西原2-20-8コーポ小沢1階 Dubois,03-3467-3958,
デルソーレ　渋谷,飲食,居酒屋,居酒屋,渋谷区道玄坂2-28-2MMビル 5F,03-6822-4183,
Delcharlro,飲食,外国料理,イタリア料理,渋谷区恵比寿4-4-14イナビル1階,03-5420-1135,
ト灯,飲食,居酒屋,その他,渋谷区渋谷2-7-14,03-5834-2922,
toi toi toi,飲食,居酒屋,ダイニング・バー,渋谷区本町2-39-1-1F,03-3375-8332,
Twenty eight.st,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西1丁目7‐4エビスファーストビル7F,03-5456-5580,
TUTTI,飲食,外国料理,イタリア料理,渋谷区上原2-42-17,080-6364-3849,
トウカカレー,飲食,日本料理,その他,渋谷区道玄坂1丁目6-10早川ビルB1F,090-8058-6978,
東京ITALIAN AKATSUKA,飲食,外国料理,イタリア料理,渋谷区笹塚2-22-5セイワパラシオン104,03-6300-0630,https://lin.ee/81c6YQp
TOKYO KAKI STAND 渋谷道玄坂,飲食,居酒屋,ダイニング・バー,渋谷区道玄坂2-16-1ミノハナビル1F,03-6427-8099,
東京唐揚げランド,飲食,居酒屋,居酒屋,渋谷区本町4丁目21-2エフビル101,03-6300-4874,
東京基地はなれスペイン坂,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区宇田川町16-14松下ビル2F,03-6452-5000,
tokyo salonard cafe : dub,飲食,外国料理,イタリア料理,渋谷区道玄坂1-11-3富士商事ビル2F,03-3463-0724,https://tabelog.com/tokyo/A1303/A130301/13007273/
東京ラーメン　てん,飲食,日本料理,ラーメン,渋谷区本町3-48-21新都心マンション1階,03-3374-0013,
東方美人,飲食,外国料理,中国料理,渋谷区笹塚3-37-41F,080-6543-7679,
とちの樹,飲食,居酒屋,その他,渋谷区神宮前3-1-21坂本ビル2F,03-3403-5375,
杜ト家,飲食,外国料理,無国籍料理,渋谷区本町6-11-1田中ハウス1階,03-3373-5155,
TOMATO,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区恵比寿西2-8-9代官山宝ビル3階,080-4191-0193,
富ヶ谷一丁目倶楽部,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷1-52-2石橋ビル1階,03-5453-5010,
富ヶ谷　酒と焼肉橙,飲食,ステーキ・焼肉,焼肉,渋谷区富ヶ谷1-9-20エスペランサ代々木M1F,03-6804-9629,https://yoyaku.tabelog.com/yoyaku/net_booking_form/index?rcd=13303953
TOMBOY円山町店,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区円山町10-13,03-5458-4008,
ともあれ呑もうよ,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-48-1三木ビル 1F,03-6304-2422,
巴屋,飲食,日本料理,そば・うどん,渋谷区代々木5-38-1,03-3466-3910,
トモキッチン,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区初台1-11-2,03-3370-1493,
トラットリア　ゴデレッチョ,飲食,外国料理,イタリア料理,渋谷区恵比寿西一丁目30番14号エコー代官山1階,03-6416-1548,
トラットリア  ５２２,飲食,外国料理,イタリア料理,渋谷区西原3-20-5ファーストパティオ1F,03-3465-5228,
トラットリアサルサマーレ,飲食,外国料理,イタリア料理,渋谷区恵比寿西1-36-5 2F,03-3496-7272,
トラットリアトマティカ,飲食,外国料理,イタリア料理,渋谷区恵比寿南2-17-5,03-6315-6508,http://www.tomatica.jp/
Trattoria L'astro,飲食,外国料理,イタリア料理,渋谷区恵比寿1-22-13メゾンド・ペルル1階,03-3446-7998,https://tabelog.com/tokyo/A1303/A130302/13228697/
虎の子代々木上原店,飲食,居酒屋,居酒屋,渋谷区上原1-35-6第16菊池ビル201,03-3485-6341,
ToriiAt,飲食,居酒屋,ダイニング・バー,渋谷区鶯谷町1-2パル代官山ビル1F,090-1500-4504,
鳥源氏,飲食,居酒屋,居酒屋,渋谷区道玄坂2-29-18才藤第二ビル4F,03-3476-2016,https://tabelog.com/tokyo/A1303/A130301/13245771/
鳥ゴロー,飲食,居酒屋,その他,渋谷区千駄ヶ谷4丁目10-5矢口ビル2F,03-5411-1750,
とりすみ,飲食,居酒屋,居酒屋,渋谷区道玄坂2-7-5,080-5461-6184,
鶏なか,飲食,居酒屋,居酒屋,渋谷区宇田川町11-11柳光ビル本館1階,03-6455-0096,https://torinaka.owst.jp/
TORIPLETTA,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区上原1-33-16オーツカビル201,03-3468-7055,
鳥屋花,飲食,居酒屋,居酒屋,渋谷区笹塚1-28-7第一レアヒビル101,03-3467-8714,
トレヴィーテ（TreVite）,飲食,外国料理,イタリア料理,渋谷区代々木1-45-3セントオフィス代々木1F,03-5309-2457,
とんかつのげん田,飲食,日本料理,とんかつ・串かつ,渋谷区猿楽町24-7代官山プラザ B1,03-3496-4192,
とんかつ  ふじもと,飲食,日本料理,とんかつ・串かつ,渋谷区千駄ヶ谷3丁目14番2号,03-3401-7228,
トンガコーヒー,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区代々木1-33-1,090-8301-5709,
豚吉もツ焼き酒場,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-13-6富士ビルB1,03-6276-6106,
豚忠(トンチュー),飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷3-14-61F,03-6447-1022,
東京ロージー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2丁目12番17号,050-5879-6769,
トーチカフェ,飲食,外国料理,イタリア料理,渋谷区恵比寿南2-1-12サトウビル2F,03-3712-6888,
どさんこととなり,飲食,居酒屋,居酒屋,渋谷区元代々木町9-7トップリバー川上1階,03-3485-7539,
呑喰らい Don't Cry,飲食,居酒屋,居酒屋,渋谷区恵比寿西1-3-2恵比寿テラスビル 1階A,03-6416-1955,
中戸川,飲食,居酒屋,居酒屋,渋谷区上原1-33-12ちとせビル201,03-6416-8086,
ナタデクリスチアノ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-14-16-103スタンフォードコート,03-6804-9723,
NachuRa,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区富ヶ谷1-17-7第二山栄ビル1階,070-4680-4217,
NUTS&MILK,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区本町6-38-4-1階店舗,080-6791-0181,
nadoya no kaTte,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原3丁目19-3,090-3979-0865,
7CAFE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区幡ヶ谷2–13-1平沼ビル102,080-4410-7757,http://7cafe.jp
nanoru namonai,飲食,居酒屋,ダイニング・バー,渋谷区富ヶ谷1-2-12田崎ビル2階,03-6804-9302,
ナマステさくら,飲食,外国料理,インド料理,渋谷区本町6丁目36-5-1F,03-4363-6773,
並木橋　鮨　一,飲食,日本料理,寿司,渋谷区渋谷3-15-5グリームビルB1F,03-6419-7621,
波の家,飲食,日本料理,日本料理,渋谷区恵比寿西1-14-6HAGIWARA BLDG6 3階,03-6427-0166,
なんなん亭,飲食,居酒屋,居酒屋,渋谷区代々木2-13-6YU-WAビル　B1F,03-6276-6905,
no.501,飲食,外国料理,無国籍料理,渋谷区神宮前2丁目5番4-104号,03-6721-0510,
ニギハヤヒティー,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神山町12-2星野ビル1階,080-4655-4120,
Niku gang 渋谷店,飲食,居酒屋,居酒屋,渋谷区道玄坂2-25-10ベニー清建ビル 5F,03-6452-5758,
近江うし焼肉にくTATSU渋谷店,飲食,ステーキ・焼肉,焼肉,渋谷区神南1-20-15神南101ビル　1階,03-5489-2911,
肉とワインの酒場　Wolfun,飲食,居酒屋,ダイニング・バー,渋谷区代々木2-1-1新宿マインズタワーB1,03-5309-2665,
肉バルIchi,飲食,外国料理,イタリア料理,渋谷区笹塚1-28-7第一レアヒビル103,03-6416-8860,https://nikubarichi.com/
肉バルてつ,飲食,居酒屋,ダイニング・バー,渋谷区千駄ヶ谷5丁目20番19号勝栄ビル1-A,03-6380-4004,
肉ビストロHIGHTAIL,飲食,ステーキ・焼肉,ステーキ,渋谷区恵比寿4-23-12茗荷原ビル1階,03-6456-3279,
肉屋の台所　渋谷宮益坂店,飲食,ステーキ・焼肉,焼肉,渋谷区渋谷1-25-6渋谷パークサイド共同ビル5F,03-3409-0291,
二代目鮓桂田,飲食,日本料理,寿司,渋谷区恵比寿西2-17-8アイティーオー代官山一階,03-3770-9880,
二丁目渋谷ゴールデンGUY,飲食,その他(バー・クラブ・スナックなど),ラウンジ,渋谷区道玄坂2-8-8コスモ渋谷会館602号,03-3770-1021,
ニチヨウカレー,飲食,外国料理,インド料理,渋谷区千駄ヶ谷3-27-4小林ビル1F,03-6434-0234,
日本料理いまここ,飲食,日本料理,日本料理,渋谷区円山町25-8ビション道玄坂1階,03-6277-5213,
日本ワインソワレ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区千駄ヶ谷3丁目24番8号北参道R 1F,03-6300-7624,https://www.instagram.com/soiree.wine/
ニャフェ・メランジェ,飲食,喫茶店・カフェ,その他,渋谷区恵比寿1-7-13　麻仁ビル恵比寿3F,03-5449-4024,
ニューウェルファンカフェ,飲食,外国料理,スペイン料理,渋谷区西原3-24-1アムール代々木上原101,03-6804-8171,
ニューキッチンイロハ,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷5-20-10ほぼ新宿のれん街,03-3356-8226,
ニューサザンクロス,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区道玄坂1-5-5フジキビル　6F,03-6455-2226,
Newzea Platform,飲食,外国料理,その他,渋谷区神山町42-3 3FNewzea Platform,03-5790-9445,
newTRINO,飲食,居酒屋,ダイニング・バー,渋谷区代官山町3-4ダイカンヤマダンダンフィールド102,090-1056-3576,
ニル,飲食,居酒屋,ダイニング・バー,渋谷区東1-25-5フィルパーク渋谷東1F,03-6450-6014,
ニンニクバルにょんにょご,飲食,居酒屋,居酒屋,渋谷区神山町7-8 Kビル渋谷1階,080-4111-0225,
にんにくレストランアホアホ,飲食,居酒屋,居酒屋,渋谷区上原1-34-8ヒガヤビル1階,03-3465-4321,
2031,飲食,外国料理,イタリア料理,渋谷区神山町16-4ヴィラメトロポリス5A,080-7899-4004,
ＮＥＯＮ,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区恵比寿南2-3-3第一恵比寿マンション B1F,03-6412-8400,
ねこまど,飲食,その他(バー・クラブ・スナックなど),その他,渋谷区初台1-38-10二名ビル1階,090-1739-3833,
ネパール料理＆BAR マンダラ,飲食,外国料理,東南アジア料理,渋谷区桜丘町16-9DK渋谷ビル3F,03-3463-5181,
のっこい,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷1-4-1花ビル1F,03-3372-6550,
nomad dalla libera,飲食,外国料理,イタリア料理,渋谷区東3丁目20番1号アークプレイス恵比寿2階,03-6452-6993,
呑み喰い亭あいねぇ〜,飲食,居酒屋,居酒屋,渋谷区西原2-28-4宮嶋ビル105,090-6522-0904,
呑み食い処わいわい,飲食,居酒屋,居酒屋,渋谷区神宮前3-38-2高橋ビル1階,03-3402-4139,
呑み処谷,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町37-14篠原ビル203,070-1534-6052,
のら,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区渋谷1-25-10のんべい横丁,080-5466-6314,
Noir,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南3-1-25Ice Cube 5F,03-5725-9888,
ノンベエエビス,飲食,居酒屋,居酒屋,渋谷区恵比寿南2-3-3第一恵比寿マンション地下,03-6303-2500,
HIDEAWAY,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷4-29-11玉造ビル2　B1F,070-3546-0010,
はいばな　恵比寿,飲食,居酒屋,居酒屋,渋谷区恵比寿南1-1-3今鉾ビル3F,03-3712-0158,
ハイパー,飲食,居酒屋,居酒屋,渋谷区桜丘町16-8アトラス桜丘ビル3階,070-8404-2874,https://instagram.com/hpkt2?igshid=MzRlODBiNWFlZA==
HAUS,飲食,外国料理,イタリア料理,渋谷区神宮前2-14-5HAUS,03-6692-9626,
HauS Bake&Cafe,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区広尾5-17-6河上ビル1F,03-6456-4578,
中国料理白鳳,飲食,外国料理,中国料理,渋谷区宇田川町24-1髙木ビル地下1階中国料理白鳳,03-3461-1122,
白龍,飲食,外国料理,中国料理,渋谷区上原2-48-10第二大貴ビル1F,03-3460-2018,
haconiwa.,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区恵比寿1-20-1恵比寿コンフォートビル3階,070-8399-6531,
はじけました,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区恵比寿1-13-10恵比寿壱番館102,03-5422-9028,
はじめ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区幡ヶ谷2-5-8伊藤貸店舗北側,03-6381-6172,
HASUO,飲食,外国料理,韓国料理,渋谷区広尾5-10-3フロストバード広尾1階,03-6456-4377,
幡ヶ谷小町食堂,飲食,日本料理,日本料理,渋谷区幡ヶ谷2-20-6,03-3376-6792,https://arc-komachi.jp/
ハタガヤサカバ獣’s,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷2-13-4定石ビル2階,03-6673-1051,
はたがや酒場　はだか電球,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-3-9つくしビル2F,03-3377-0141,
幡が谷のらんぽう,飲食,居酒屋,居酒屋,渋谷区幡ヶ谷2-12-17清水荘1-D,03-6304-2240,
幡ヶ谷ベース,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷3-11-9,090-3661-7824,
幡ヶ谷ルディ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2-47-1小路ビルB号室,080-1141-9561,
HACHI,飲食,居酒屋,居酒屋,渋谷区富ヶ谷1丁目53の2辰美ビル2階,03-3481-5828,
八,飲食,その他(バー・クラブ・スナックなど),スナック・パブ・キャバレー,渋谷区初台1-38-11桜内ビル2F,03-6258-2725,
ハチドリ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原 1丁目40-18渋谷区スポーツセンター2階,03-6804-7898,
八屋,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-2-10GSフェイスビル1階,03-6434-9438,https://8ya.jp/
HACHIYAcurry,飲食,外国料理,インド料理,渋谷区神山町10-8グランドゥール101,03-6770-6589,
発酵喫茶と酒場 yuen,飲食,その他(バー・クラブ・スナックなど),カフェバー,渋谷区笹塚3-40-12F,090-9410-7735,https://instagram.com/yuen_hakko
HATTO COFFEE,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前2-18-19the Folks SHOP2,03-6910-5757,
株式会社Ｈａｐｐｙ　Ｓｕｎｎｙ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原2丁目35番1号ブランエール代々幡101,090-7091-4469,
初台　こもれび,飲食,日本料理,小料理,渋谷区初台1-35-3,03-6383-3949,
初台　魚ちゃん,飲食,居酒屋,居酒屋,渋谷区本町2-7-10シブヤfハウス1階,03-6276-2552,
初台酒場三丁目,飲食,居酒屋,居酒屋,渋谷区初台1-11-15南洋ビル1F C号室,03-6276-0131,https://hatsudaisakaba3chome.com/
初台　酒と飯橙,飲食,居酒屋,居酒屋,渋谷区本町2-46-1第三市田ビル103,03-6276-7719,https://yoyaku.tabelog.com/yoyaku/net_booking_form/index?rcd=13246076
初台ピンチョス専門バル,飲食,外国料理,スペイン料理,渋谷区本町2-40-3fabric西新宿 1F,080-3250-2882,
初音鮨,飲食,日本料理,寿司,渋谷区西原3-17-10,03-3469-0181,
HATO,飲食,外国料理,無国籍料理,渋谷区初台1-9-7T&Tビル101,03-6770-3944,
鳩やぐら,飲食,居酒屋,居酒屋,渋谷区千駄ヶ谷1-22-4,090-3316-8108,
花咲じいさん,飲食,日本料理,日本料理,渋谷区富ヶ谷1-52-2,03-6804-8810,
花ぜん,飲食,日本料理,その他,渋谷区神宮前5-30-5スカイラーク神宮前1階,03-3499-4906,
ハナワサビ,飲食,日本料理,小料理,渋谷区恵比寿1-8-7三恵8ビル6階,03-3444-5410,
はなわベイビー,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷2-9-3ナカケンビル1階,090-3408-0089,
ハブモアカレー,飲食,外国料理,無国籍料理,渋谷区猿楽町2-13F93 Daikanyama 1F ハブモアカレー,03-6416-1099,
HABURASHIBEERANDPOTATO,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂2-9-4道玄坂LEE-ONEビル3階,03-6277-5429,
原宿うどん伊呂波,飲食,日本料理,そば・うどん,渋谷区神宮前4-28-26木村ビル1F,03-6804-5778,
ハラペコ78,飲食,日本料理,お好み焼き,渋谷区恵比寿1-33-8MHビル1F,03-5420-9878,
ハラミが主役,飲食,ステーキ・焼肉,焼肉,渋谷区幡ヶ谷2-7-9仲屋ビルB1,03-3375-0552,
梁,飲食,居酒屋,居酒屋,渋谷区猿楽町12-10DHビル1D,03-3464-0227,
はるか,飲食,居酒屋,居酒屋,渋谷区宇田川町30-5渋谷JOWビル 6階,03-6380-0182,
ハルカブレッズ,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区西原1-29-3ドエルアーバン1-A,03-6276-8831,
ハルダモンカレー,飲食,外国料理,インド料理,渋谷区西原3-20-5ファーストパティオ地下1階,080-3554-0033,
ハルディン,飲食,外国料理,スペイン料理,渋谷区代々木3-13-1キャッスルメリー71 スマイル,070-7466-7610,
hale'aina HOA 渋谷,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区渋谷2-17-1渋谷アクシュ1F,03-5468-1233,
ハンガリーワインダイニング AZ Finom,飲食,外国料理,その他,渋谷区神宮前2-19-5AZUMAビル B1F,03-5913-8073,http://www.az-group.jp/az-finom/
ハングオーバー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町41-31ユニデン渋谷ビルB1F,070-1592-1216,
韓ぐる,飲食,外国料理,韓国料理,渋谷区幡ヶ谷2-9-20第二DNビル　2F,03-6381-6244,
haf moon club,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区幡ヶ谷2-8-15KODAビル202,03-3370-8242,
BioGaia Kafé,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区広尾5-15-1日計広尾コーポ102,03-6447-7320,
biu,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区富ヶ谷1-17-33A TERRACE 5F,080-1059-6030,
BANH MI STAR SHIBUYA by Nha Viet nam,飲食,外国料理,東南アジア料理,渋谷区渋谷3-21-3渋谷ストリーム 2F,03-5962-7962,
BOW,飲食,居酒屋,ダイニング・バー,渋谷区宇田川町41-26パピエビル202,03-6712-7797,
麦酒庵恵比寿店,飲食,居酒屋,居酒屋,渋谷区恵比寿南2-1-5ES215ビル7F,03-3719-3949,
BAGGAGE CAFEMARKET,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区神宮前3-14-17荻島ビル1F,050-1504-5115,
bacio69,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿南2-3-3BF1,080-5423-4683,
バタフライカフェ,飲食,外国料理,東南アジア料理,渋谷区西原3-21-3シニシビル1F,03-6804-9254,
バッキー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区道玄坂1-6-5クキビルB1,03-3464-7792,
バノーク コーヒー,飲食,喫茶店・カフェ,喫茶店・カフェ,渋谷区千駄ヶ谷3-7-61F,090-5418-5860,
バハマキッチン,飲食,外国料理,その他,渋谷区宇田川町11-2宇田川柳光ビル 4F,03-6455-2924,
Bubbles,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町7-2EDIFICE渋谷101,03-3496-7820,
BHARATIIndianRESTAURANT,飲食,外国料理,インド料理,渋谷区元代々木町2-9City House Yoyogikoen,03-3481-6646,
BARALCOOL,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区渋谷2-8-4東和青山ビルB01,03-6451-1615,
BARU HiLO,飲食,居酒屋,居酒屋,渋谷区笹塚1-22-9里テラス1階,050-1127-0337,https://instagram.com/baruhilo?igshid=OGQ5ZDc2ODK2ZA==
バルクリブ,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区笹塚3-43-6,090-2551-7908,
バルコモド,飲食,外国料理,イタリア料理,渋谷区恵比寿西1-14-6萩原ビル第6 1階,03-6455-0400,
BAL HARA,飲食,居酒屋,ダイニング・バー,渋谷区恵比寿西2-21-13Fビル　1F,03-6416-3150,
バル　ペピート,飲食,外国料理,スペイン料理,渋谷区恵比寿1-12-5萩原ビル3-1F,03-6277-4114,
ばんざい　和ゆう,飲食,居酒屋,居酒屋,渋谷区本町2-1-1島山ビル　101,090-9235-1788,
BumBleBee,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿1-12-5萩原ビル3 地下1階,03-3449-9497,
Bar Tnb,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区千駄ヶ谷エビデンワビル2.5階,090-5179-1704,
Bar Table かば山,飲食,居酒屋,ダイニング・バー,渋谷区幡ヶ谷3-2-6佐藤ビル　1階,03-6276-5655,
バー　ムーンシャイナー,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区宇田川町28-1高山ランド第15ビル9F,03-3461-1618,
バーアルマゲドン,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区円山町10-7リーフ渋谷16 202,070-8968-0428,
BAR　andatt,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区恵比寿西1-4-4ルソレイユ地下1階,03-6452-5770,
Bar and Shisha Vedge,飲食,その他(バー・クラブ・スナックなど),バー,渋谷区神南1-20-8パークウェイテラス4F,03-6697-9479,
